# LutGenerate 2.4 - 11/17/08 12:01:16 - #  Display ID: GENERIC
# Ambient = 0.18   Max. Luminance = 349.0000   Luminance Ratio = 350.00
#  lumResponse - average luminance response
#  3 files
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
  1:  020  019  019           0.997      1.003
  2:  019  020  020           1.053      1.052
  3:  021  020  021           1.112      1.116
  4:  020  021  021           1.172      1.172
  5:  022  021  021           1.234      1.232
  6:  021  022  022           1.298      1.289
  7:  023  022  022           1.364      1.362
  8:  022  023  022           1.432      1.428
  9:  023  023  024           1.503      1.493
 10:  023  024  023           1.575      1.601
 11:  024  024  023           1.650      1.644
 12:  025  024  025           1.727      1.717
 13:  024  025  025           1.806      1.804
 14:  026  025  025           1.887      1.904
 15:  025  026  025           1.971      1.985
 16:  026  026  026           2.057      2.056
 17:  027  026  027           2.146      2.131
 18:  026  027  027           2.237      2.228
 19:  027  027  028           2.330      2.303
 20:  027  028  027           2.426      2.450
 21:  028  028  027           2.524      2.520
 22:  029  028  029           2.625      2.620
 23:  028  029  029           2.729      2.723
 24:  029  029  030           2.835      2.810
 25:  029  030  029           2.944      2.993
 26:  030  030  029           3.055      3.077
 27:  031  030  030           3.170      3.180
 28:  030  031  030           3.287      3.317
 29:  031  031  031           3.407      3.417
 30:  032  031  032           3.530      3.510
 31:  031  032  032           3.656      3.650
 32:  032  032  033           3.785      3.760
 33:  032  033  033           3.917      3.920
 34:  033  033  034           4.052      4.020
 35:  033  034  034           4.190      4.187
 36:  035  034  034           4.331      4.333
 37:  035  035  034           4.476      4.497
 38:  036  035  036           4.624      4.597
 39:  036  036  037           4.775      4.777
 40:  036  037  036           4.930      4.920
 41:  038  037  037           5.087      5.083
 42:  038  038  037           5.249      5.270
 43:  039  038  039           5.414      5.373
 44:  039  039  040           5.582      5.573
 45:  039  040  039           5.755      5.757
 46:  041  040  040           5.930      5.947
 47:  040  041  041           6.110      6.093
 48:  042  041  042           6.293      6.297
 49:  042  042  041           6.481      6.490
 50:  043  042  043           6.672      6.637
 51:  043  043  044           6.867      6.867
 52:  043  044  043           7.066      7.087
 53:  045  044  044           7.269      7.300
 54:  044  045  045           7.476      7.477
 55:  046  045  046           7.688      7.693
 56:  046  046  045           7.904      7.900
 57:  046  047  046           8.124      8.190
 58:  047  047  048           8.349      8.333
 59:  047  048  047           8.578      8.573
 60:  049  048  048           8.811      8.817
 61:  048  049  049           9.049      9.023
 62:  050  049  050           9.292      9.257
 63:  050  050  051           9.540      9.547
 64:  050  051  050           9.792      9.797
 65:  052  051  051          10.049     10.053
 66:  052  052  051          10.312     10.323
 67:  053  052  053          10.579     10.517
 68:  053  053  054          10.851     10.863
 69:  053  054  053          11.129     11.153
 70:  055  054  054          11.411     11.393
 71:  055  055  054          11.699     11.697
 72:  055  056  055          11.993     12.060
 73:  056  056  057          12.292     12.267
 74:  056  057  057          12.596     12.580
 75:  058  057  058          12.907     12.887
 76:  058  058  058          13.223     13.227
 77:  058  059  058          13.544     13.580
 78:  060  059  059          13.872     13.853
 79:  060  060  059          14.206     14.210
 80:  060  061  060          14.545     14.620
 81:  061  061  062          14.891     14.880
 82:  061  062  062          15.244     15.253
 83:  063  062  063          15.602     15.593
 84:  063  063  063          15.967     15.980
 85:  063  064  063          16.339     16.377
 86:  065  064  064          16.717     16.690
 87:  065  065  066          17.102     17.117
 88:  065  066  066          17.493     17.510
 89:  067  066  067          17.892     17.893
 90:  067  067  067          18.298     18.290
 91:  067  068  067          18.711     18.723
 92:  069  068  068          19.131     19.130
 93:  069  069  068          19.558     19.523
 94:  069  070  069          19.993     20.010
 95:  071  070  070          20.436     20.380
 96:  071  071  070          20.886     20.847
 97:  071  072  072          21.344     21.313
 98:  072  073  072          21.810     21.913
 99:  074  073  073          22.284     22.313
100:  074  074  074          22.766     22.780
101:  074  075  074          23.257     23.280
102:  076  075  076          23.756     23.747
103:  077  076  077          24.263     24.280
104:  077  077  078          24.779     24.747
105:  077  078  077          25.304     25.213
106:  078  079  078          25.838     25.913
107:  079  080  079          26.380     26.413
108:  081  080  081          26.932     26.913
109:  082  081  081          27.493     27.547
110:  082  082  082          28.064     28.113
111:  082  083  083          28.644     28.613
112:  083  084  084          29.234     29.213
113:  084  085  084          29.834     29.913
114:  086  085  086          30.444     30.413
115:  087  086  086          31.064     31.113
116:  087  087  087          31.694     31.647
117:  088  088  087          32.335     32.380
118:  088  089  089          32.986     33.013
119:  089  090  089          33.648     33.680
120:  091  090  091          34.321     34.180
121:  092  091  092          35.005     35.047
122:  093  092  092          35.701     35.747
123:  093  093  094          36.407     36.347
124:  094  094  093          37.126     37.080
125:  095  095  094          37.856     37.880
126:  095  096  096          38.598     38.613
127:  096  097  096          39.352     39.347
128:  097  098  098          40.118     40.180
129:  098  099  098          40.897     41.013
130:  100  099  100          41.688     41.580
131:  101  100  101          42.493     42.413
132:  102  101  102          43.310     43.247
133:  103  102  103          44.141     44.080
134:  104  103  104          44.984     44.913
135:  105  104  105          45.842     45.847
136:  106  105  105          46.713     46.680
137:  107  106  106          47.598     47.647
138:  108  107  107          48.498     48.480
139:  109  108  108          49.412     49.480
140:  110  109  109          50.340     50.413
141:  111  110  110          51.283     51.347
142:  111  111  112          52.242     52.147
143:  112  112  113          53.215     53.213
144:  113  113  114          54.204     54.213
145:  114  114  115          55.209     55.147
146:  115  115  116          56.230     56.247
147:  116  116  117          57.267     57.247
148:  117  117  117          58.320     58.313
149:  118  118  118          59.390     59.380
150:  119  119  120          60.477     60.513
151:  120  120  120          61.581     61.580
152:  121  121  121          62.703     62.680
153:  122  122  122          63.842     63.813
154:  123  123  123          64.999     65.047
155:  124  124  123          66.174     66.147
156:  125  125  124          67.368     67.413
157:  126  126  125          68.580     68.647
158:  127  127  126          69.812     69.913
159:  127  128  128          71.062     71.013
160:  129  129  130          72.332     72.347
161:  130  130  130          73.622     73.580
162:  131  131  132          74.932     74.813
163:  132  132  133          76.263     76.147
164:  134  133  134          77.614     77.580
165:  135  134  135          78.986     78.880
166:  135  136  135          80.380     80.380
167:  136  137  136          81.795     81.713
168:  138  138  138          83.232     83.280
169:  139  139  140          84.692     84.580
170:  141  140  140          86.174     86.213
171:  142  141  142          87.679     87.647
172:  142  143  142          89.207     89.313
173:  143  144  144          90.759     90.713
174:  145  145  144          92.334     92.313
175:  146  146  147          93.934     93.880
176:  148  147  147          95.559     95.513
177:  149  148  149          97.209     97.080
178:  149  150  149          98.884     98.880
179:  150  151  151         100.585    100.580
180:  151  152  152         102.312    102.247
181:  153  153  153         104.065    104.013
182:  155  154  154         105.845    105.847
183:  156  155  156         107.653    107.580
184:  156  157  156         109.488    109.713
185:  157  158  158         111.352    111.313
186:  159  159  158         113.244    113.247
187:  160  160  161         115.164    115.280
188:  162  161  161         117.115    117.247
189:  163  162  162         119.094    119.047
190:  164  163  164         121.105    120.880
191:  164  165  165         123.145    123.247
192:  166  166  165         125.217    125.380
193:  167  167  168         127.321    127.380
194:  169  168  168         129.456    129.413
195:  170  169  170         131.624    131.513
196:  170  171  170         133.825    133.947
197:  171  172  172         136.059    136.147
198:  173  173  172         138.327    138.313
199:  175  174  174         140.629    140.547
200:  176  175  175         142.967    142.813
201:  176  177  176         145.340    145.680
202:  177  178  178         147.748    147.813
203:  179  179  179         150.194    150.280
204:  181  180  180         152.676    152.680
205:  182  181  182         155.196    155.080
206:  182  183  183         157.754    157.780
207:  184  184  183         160.350    160.447
208:  186  185  185         162.986    163.180
209:  187  186  187         165.661    165.547
210:  187  188  187         168.377    168.380
211:  189  189  189         171.134    171.147
212:  191  190  190         173.932    174.013
213:  191  192  191         176.773    176.947
214:  193  193  192         179.656    179.780
215:  195  194  194         182.583    182.180
216:  195  196  195         185.554    185.180
217:  197  197  198         188.569    188.513
218:  199  198  198         191.630    191.847
219:  199  200  200         194.736    194.847
220:  201  201  201         197.890    197.847
221:  203  202  203         201.090    200.847
222:  203  204  204         204.339    204.180
223:  205  205  206         207.636    207.513
224:  206  207  206         210.983    211.180
225:  208  208  207         214.380    214.513
226:  209  210  210         217.828    218.180
227:  210  211  210         221.328    221.180
228:  213  212  213         224.880    224.847
229:  214  214  213         228.485    228.847
230:  216  215  215         232.144    231.847
231:  217  217  217         235.858    235.847
232:  219  218  219         239.628    239.513
233:  220  220  221         243.453    243.513
234:  221  222  221         247.336    247.180
235:  223  223  224         251.277    251.180
236:  224  225  224         255.277    255.513
237:  225  226  226         259.337    259.180
238:  228  227  228         263.457    263.513
239:  228  229  228         267.638    267.513
240:  231  230  230         271.882    271.513
241:  231  232  231         276.189    276.180
242:  233  233  233         280.561    280.180
243:  234  235  234         284.997    285.513
244:  236  236  237         289.500    289.513
245:  237  238  237         294.070    294.180
246:  239  239  238         298.708    298.513
247:  240  241  240         303.415    303.847
248:  242  242  242         308.192    308.180
249:  243  244  243         313.040    313.180
250:  245  245  245         317.960    317.513
251:  246  247  247         322.954    322.847
252:  248  249  248         328.021    328.513
253:  250  250  250         333.164    332.847
254:  251  252  252         338.384    338.180
255:  254  253  254         343.681    343.847
256:  255  255  255         349.000    349.180
