# LutGenerate 2.5 - 01/27/2014 15:48:47 - #  Display ID: EA234WMi_35101889TW
# Ambient = 0.10   Max. Luminance = 216.027   Luminance Ratio = 292
#  lumResponse vers. 2.1 - 01/24/2014 08:51:20
#  iLdelay=1  avgN=1  ILlimit_plus=0.20 ILlimit_minus=-0.05  Meter=i1DisplayPro
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
  1:  000  000  001           0.740      0.741
  2:  002  001  002           0.782      0.782
  3:  003  002  003           0.826      0.820
  4:  003  004  003           0.871      0.875
  5:  006  005  005           0.918      0.917
  6:  007  006  007           0.966      0.963
  7:  008  007  008           1.015      1.010
  8:  009  008  009           1.067      1.056
  9:  009  010  009           1.119      1.126
 10:  010  011  010           1.174      1.174
 11:  011  012  011           1.229      1.232
 12:  012  013  012           1.287      1.291
 13:  015  014  015           1.346      1.344
 14:  016  015  016           1.407      1.403
 15:  017  016  017           1.469      1.470
 16:  018  017  018           1.534      1.534
 17:  019  018  018           1.600      1.600
 18:  019  019  020           1.668      1.669
 19:  020  020  020           1.737      1.739
 20:  021  021  020           1.808      1.807
 21:  022  022  021           1.882      1.883
 22:  023  023  024           1.957      1.957
 23:  024  024  024           2.034      2.036
 24:  025  025  024           2.113      2.117
 25:  025  026  025           2.194      2.191
 26:  026  027  026           2.277      2.282
 27:  027  028  027           2.361      2.374
 28:  029  028  029           2.448      2.427
 29:  030  029  030           2.537      2.531
 30:  031  030  030           2.628      2.630
 31:  031  031  031           2.722      2.725
 32:  032  032  031           2.817      2.816
 33:  034  033  034           2.914      2.906
 34:  035  034  035           3.014      3.018
 35:  035  035  036           3.116      3.119
 36:  036  036  035           3.220      3.222
 37:  036  037  036           3.327      3.329
 38:  037  038  037           3.436      3.453
 39:  039  038  039           3.547      3.527
 40:  040  039  040           3.661      3.658
 41:  040  040  041           3.777      3.774
 42:  041  041  040           3.895      3.897
 43:  042  042  042           4.016      4.015
 44:  042  043  043           4.140      4.137
 45:  043  044  043           4.266      4.274
 46:  044  045  044           4.394      4.429
 47:  046  045  046           4.526      4.512
 48:  046  046  047           4.659      4.655
 49:  047  047  046           4.796      4.792
 50:  047  048  047           4.936      4.932
 51:  048  049  048           5.078      5.100
 52:  049  050  049           5.223      5.236
 53:  051  051  051           5.370      5.373
 54:  052  052  052           5.521      5.525
 55:  053  053  053           5.675      5.679
 56:  053  054  054           5.831      5.831
 57:  055  055  054           5.991      5.997
 58:  055  056  055           6.154      6.148
 59:  057  057  056           6.319      6.321
 60:  058  058  058           6.488      6.488
 61:  058  059  059           6.660      6.663
 62:  061  060  061           6.836      6.844
 63:  062  061  062           7.014      6.991
 64:  063  062  063           7.196      7.207
 65:  064  063  064           7.381      7.382
 66:  064  064  065           7.569      7.559
 67:  066  065  065           7.761      7.759
 68:  066  066  066           7.957      7.951
 69:  067  067  067           8.156      8.152
 70:  067  068  068           8.358      8.351
 71:  070  069  070           8.565      8.561
 72:  071  070  071           8.774      8.741
 73:  072  071  072           8.988      8.984
 74:  073  072  072           9.205      9.210
 75:  074  073  073           9.426      9.426
 76:  074  074  074           9.651      9.643
 77:  074  075  075           9.880      9.884
 78:  075  076  075          10.113     10.145
 79:  077  076  077          10.350     10.281
 80:  077  078  077          10.591     10.606
 81:  078  079  079          10.836     10.840
 82:  079  080  079          11.086     11.089
 83:  080  081  080          11.339     11.368
 84:  081  082  081          11.597     11.637
 85:  082  083  082          11.859     11.908
 86:  083  084  083          12.126     12.126
 87:  084  085  084          12.397     12.397
 88:  085  086  085          12.673     12.686
 89:  088  087  087          12.953     12.953
 90:  089  088  089          13.238     13.228
 91:  090  089  090          13.528     13.503
 92:  091  090  091          13.822     13.823
 93:  092  091  091          14.121     14.126
 94:  093  092  092          14.426     14.418
 95:  094  093  093          14.735     14.745
 96:  095  094  095          15.049     15.064
 97:  096  095  096          15.368     15.342
 98:  097  096  097          15.693     15.657
 99:  097  098  097          16.022     16.091
100:  098  099  098          16.358     16.423
101:  099  100  099          16.698     16.753
102:  100  101  100          17.044     17.083
103:  101  102  101          17.395     17.445
104:  102  103  102          17.752     17.816
105:  104  103  104          18.115     18.033
106:  105  104  105          18.484     18.395
107:  106  106  105          18.858     18.869
108:  107  107  108          19.238     19.245
109:  109  108  108          19.624     19.636
110:  109  109  108          20.017     20.004
111:  110  110  109          20.415     20.440
112:  110  111  111          20.820     20.856
113:  112  112  111          21.231     21.247
114:  113  113  112          21.648     21.650
115:  113  114  114          22.072     22.067
116:  115  115  115          22.502     22.492
117:  117  116  116          22.939     22.928
118:  118  117  118          23.383     23.377
119:  118  118  119          23.834     23.854
120:  119  119  120          24.292     24.290
121:  120  120  120          24.756     24.765
122:  121  121  122          25.228     25.247
123:  122  122  123          25.707     25.724
124:  123  123  122          26.193     26.186
125:  125  124  125          26.686     26.669
126:  126  125  126          27.187     27.067
127:  127  126  127          27.696     27.616
128:  128  127  128          28.213     28.167
129:  129  128  129          28.737     28.710
130:  130  129  129          29.269     29.258
131:  131  130  131          29.809     29.772
132:  132  131  131          30.357     30.320
133:  133  132  133          30.913     30.907
134:  134  133  134          31.478     31.312
135:  134  135  134          32.051     32.196
136:  136  135  136          32.633     32.522
137:  137  136  137          33.223     33.106
138:  138  137  138          33.822     33.690
139:  139  138  139          34.430     34.308
140:  140  139  140          35.047     34.967
141:  141  140  141          35.673     35.625
142:  142  141  142          36.308     36.282
143:  142  143  142          36.953     37.093
144:  143  144  143          37.607     37.791
145:  145  144  145          38.271     38.151
146:  146  145  146          38.945     38.842
147:  147  146  147          39.628     39.648
148:  148  147  147          40.321     40.335
149:  149  148  148          41.025     41.067
150:  150  149  150          41.739     41.773
151:  150  151  150          42.463     42.509
152:  152  152  152          43.198     43.205
153:  153  153  153          43.943     43.906
154:  155  154  155          44.699     44.710
155:  155  156  155          45.466     45.626
156:  156  157  156          46.245     46.326
157:  158  158  157          47.034     47.008
158:  159  159  159          47.835     47.790
159:  160  160  161          48.648     48.602
160:  161  162  161          49.472     49.476
161:  162  163  162          50.308     50.315
162:  163  164  163          51.156     51.229
163:  164  165  164          52.016     52.184
164:  166  165  166          52.889     52.718
165:  167  166  167          53.774     53.747
166:  168  167  168          54.672     54.691
167:  169  168  169          55.582     55.606
168:  169  169  170          56.506     56.496
169:  171  170  171          57.442     57.474
170:  172  171  172          58.392     58.314
171:  173  172  173          59.356     59.376
172:  174  173  173          60.333     60.388
173:  174  174  174          61.324     61.280
174:  175  175  175          62.329     62.343
175:  176  176  175          63.349     63.387
176:  176  177  176          64.383     64.321
177:  177  178  177          65.431     65.562
178:  178  179  178          66.494     66.657
179:  180  180  179          67.573     67.594
180:  180  181  181          68.666     68.648
181:  181  182  181          69.775     69.809
182:  182  183  182          70.899     71.083
183:  184  183  184          72.040     71.768
184:  185  184  185          73.196     72.937
185:  186  185  186          74.369     74.254
186:  187  186  187          75.558     75.530
187:  188  187  188          76.763     76.781
188:  189  188  189          77.986     77.800
189:  190  189  190          79.225     79.043
190:  191  190  191          80.482     80.393
191:  192  191  192          81.757     81.668
192:  193  192  193          83.049     83.060
193:  194  193  193          84.359     84.400
194:  194  194  195          85.688     85.713
195:  195  195  195          87.035     87.054
196:  196  196  195          88.400     88.425
197:  198  197  197          89.785     89.816
198:  199  198  199          91.189     90.995
199:  200  199  200          92.613     92.534
200:  201  200  201          94.056     94.073
201:  202  201  201          95.519     95.478
202:  203  202  202          97.002     96.976
203:  203  203  204          98.506     98.482
204:  204  204  205         100.031     99.981
205:  205  205  205         101.577    101.574
206:  206  206  207         103.144    103.196
207:  208  207  208         104.733    104.677
208:  209  208  209         106.344    106.178
209:  210  209  210         107.977    107.865
210:  211  210  211         109.632    109.472
211:  212  211  212         111.310    111.226
212:  213  212  213         113.012    112.906
213:  214  213  214         114.736    114.554
214:  215  214  215         116.485    116.134
215:  216  216  215         118.257    118.252
216:  217  217  217         120.054    120.133
217:  218  218  218         121.875    121.886
218:  219  219  219         123.721    123.641
219:  220  220  221         125.593    125.675
220:  221  221  221         127.490    127.448
221:  222  222  221         129.414    129.368
222:  223  223  222         131.363    131.302
223:  224  224  224         133.339    133.411
224:  225  225  226         135.342    135.292
225:  227  226  227         137.373    137.211
226:  228  227  228         139.431    139.325
227:  229  228  229         141.518    141.600
228:  230  229  229         143.632    143.541
229:  231  230  230         145.776    145.701
230:  231  231  232         147.949    147.851
231:  233  232  232         150.151    150.208
232:  233  233  234         152.384    152.355
233:  235  234  235         154.646    154.586
234:  236  235  236         156.940    156.419
235:  237  236  237         159.265    159.013
236:  238  237  238         161.621    161.494
237:  239  238  238         164.009    164.026
238:  239  239  239         166.430    166.488
239:  239  240  240         168.883    168.832
240:  240  241  240         171.370    172.196
241:  242  241  241         173.891    173.929
242:  241  242  242         176.445    176.546
243:  243  242  243         179.035    178.418
244:  244  243  243         181.659    181.770
245:  245  244  245         184.319    184.346
246:  246  245  245         187.015    187.173
247:  247  246  246         189.747    189.656
248:  247  248  247         192.516    192.664
249:  249  249  249         195.323    195.261
250:  250  251  250         198.168    198.369
251:  253  252  253         201.051    201.068
252:  253  254  253         203.973    205.225
253:  255  254  254         206.934    207.590
254:  255  254  254         209.935    207.590
255:  254  255  254         212.977    214.547
256:  255  255  254         216.027    216.095
